id,place_name,address_name,category_name,x,y,phone,place_url,keywords
1798390110,제주할망밥상 차귀도점,제주특별자치도 제주시 한경면 고산리 3615,음식점 > 한식 > 한정식,126.1645154,33.30790283,0503-7152-0826,http://place.map.kakao.com/1798390110,"정식, 한식, 한정식"
582294685,안녕구움,제주특별자치도 제주시 한경면 고산리 2726-1,"음식점 > 간식 > 제과,베이커리",126.1790937,33.30539258,0507-1346-4987,http://place.map.kakao.com/582294685,제과
2034313772,광복이네,제주특별자치도 서귀포시 대정읍 신도리 1774,"음식점 > 한식 > 해물,생선 > 회",126.1884241,33.28106564,0507-1324-3801,http://place.map.kakao.com/2034313772,"생선, 한식, 해물"
1522169186,연희원,제주특별자치도 서귀포시 대정읍 신도리 2609-12,음식점 > 한식,126.175125,33.27848247,010-8339-5899,http://place.map.kakao.com/1522169186,한식
149474429,차귀횟집,제주특별자치도 제주시 한경면 고산리 3612,"음식점 > 한식 > 해물,생선 > 회",126.1644795,33.30885286,064-773-1114,http://place.map.kakao.com/149474429,"생선, 한식, 해물"
27122360,뿌떡,제주특별자치도 제주시 한경면 용수리 3047-1,음식점 > 분식 > 떡볶이,126.1779186,33.32076602,010-3799-4333,http://place.map.kakao.com/27122360,분식
893353898,마녀상회,제주특별자치도 서귀포시 대정읍 무릉리 3815-1,"음식점 > 한식 > 육류,고기",126.1909819,33.25746034,010-5480-8522,http://place.map.kakao.com/893353898,"고기, 육류, 한식"
26433257,찰리아저씨맛집,제주특별자치도 제주시 한경면 고산리 2768-2,음식점 > 한식 > 국수,126.1773729,33.30294509,064-773-0145,http://place.map.kakao.com/26433257,"국수, 한식"
1849912455,차귀도놀빛바다,제주특별자치도 제주시 한경면 고산리 3615,"음식점 > 한식 > 해물,생선 > 회",126.1645103,33.30787394,064-773-1727,http://place.map.kakao.com/1849912455,"생선, 한식, 해물"
1899764943,요이땅삐삐,제주특별자치도 제주시 한경면 고산리 2202,"음식점 > 술집 > 호프,요리주점",126.1793981,33.30269431,,http://place.map.kakao.com/1899764943,"요리주점, 호프"
819161408,고산의낮고산의밤,제주특별자치도 제주시 한경면 고산리 2210-2,음식점 > 술집,126.1797329,33.30339887,010-5240-5505,http://place.map.kakao.com/819161408,
1430876245,발리가든 협재본점,제주특별자치도 제주시 한경면 고산리 918,"음식점 > 한식 > 육류,고기",126.1995117,33.31818962,0507-1418-0931,http://place.map.kakao.com/1430876245,"고기, 육류, 한식"
1441895065,종배네,제주특별자치도 제주시 한경면 고산리 2211-1,"음식점 > 한식 > 육류,고기",126.1798914,33.30333229,064-773-9233,http://place.map.kakao.com/1441895065,"고기, 육류, 한식"
746218953,해문달술,제주특별자치도 제주시 한경면 고산리 3605-2,"음식점 > 한식 > 해물,생선",126.165736,33.30815085,,http://place.map.kakao.com/746218953,"생선, 한식, 해물"
702365650,고산수월봉가마솥순대국,제주특별자치도 제주시 한경면 고산리 2826-19,음식점 > 한식 > 순대,126.1777953,33.30072455,064-712-5486,http://place.map.kakao.com/702365650,한식
747992259,미식가,제주특별자치도 제주시 한경면 고산리 3615-6,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",126.1644982,33.30823991,064-772-8885,http://place.map.kakao.com/747992259,"매운탕, 생선, 한식, 해물"
254746005,도원올레,제주특별자치도 서귀포시 대정읍 신도리 1727-6,음식점 > 한식,126.1902841,33.27888778,064-792-5391,http://place.map.kakao.com/254746005,한식
8520193,유명제과,제주특별자치도 제주시 한경면 고산리 2210-1,"음식점 > 간식 > 제과,베이커리",126.1796927,33.3033409,064-772-2661,http://place.map.kakao.com/8520193,제과
1889123739,제주도원흑염소요리전문점,제주특별자치도 서귀포시 대정읍 신도리 1720,음식점 > 한식,126.1897457,33.27802866,064-792-4611,http://place.map.kakao.com/1889123739,한식
770169190,무릉소운 더테이블,제주특별자치도 서귀포시 대정읍 무릉리 3320-4,음식점 > 양식 > 이탈리안,126.1970441,33.27047371,,http://place.map.kakao.com/770169190,"양식, 이탈리안"
9847579,스모프치킨 고산점,제주특별자치도 제주시 한경면 고산리 2226,음식점 > 치킨,126.1810312,33.30349579,064-772-3190,http://place.map.kakao.com/9847579,치킨
9317892,육거리식당,제주특별자치도 제주시 한경면 고산리 2822-6,"음식점 > 한식 > 육류,고기",126.1793926,33.30099297,064-772-5560,http://place.map.kakao.com/9317892,"고기, 육류, 한식"
10160263,고관심해장국,제주특별자치도 제주시 한경면 고산리 2822-17,음식점 > 한식,126.1794935,33.30122444,064-772-2825,http://place.map.kakao.com/10160263,한식
16283685,고마루,제주특별자치도 제주시 한경면 고산리 2204,"음식점 > 한식 > 육류,고기",126.1792839,33.30341934,064-772-5250,http://place.map.kakao.com/16283685,"고기, 육류, 한식"
180650939,진달래오뎅바,제주특별자치도 제주시 한경면 용수리 4143-1,음식점 > 술집 > 오뎅바,126.1658003,33.32462519,064-772-9222,http://place.map.kakao.com/180650939,
1547362605,베이글연구소,제주특별자치도 제주시 한경면 조수리 2811-14,"음식점 > 간식 > 제과,베이커리",126.2073911,33.31911108,0502-5550-6268,http://place.map.kakao.com/1547362605,제과
1225516504,차이나리,제주특별자치도 제주시 한경면 고산리 2615-2,음식점 > 중식 > 중국요리,126.1784717,33.30713847,064-773-6888,http://place.map.kakao.com/1225516504,중국요리
1457512804,뼈가네,제주특별자치도 제주시 한경면 고산리 1729,음식점 > 한식 > 감자탕,126.1943184,33.29764383,,http://place.map.kakao.com/1457512804,한식
239121848,비금식당,제주특별자치도 제주시 한경면 고산리 2921-8,음식점 > 한식,126.1797471,33.29981602,064-772-3348,http://place.map.kakao.com/239121848,한식
8672641,강스피자,제주특별자치도 제주시 한경면 고산리 2225,음식점 > 양식 > 피자,126.1808688,33.30352447,064-773-1312,http://place.map.kakao.com/8672641,"양식, 피자"
1333048075,차귀도베이커리,제주특별자치도 제주시 한경면 고산리 3616-10,"음식점 > 간식 > 제과,베이커리",126.164083,33.30798557,,http://place.map.kakao.com/1333048075,제과
1755756416,일마레목로주점,제주특별자치도 제주시 한경면 고산리 2750-21,"음식점 > 술집 > 호프,요리주점",126.1788475,33.30381857,010-4377-3660,http://place.map.kakao.com/1755756416,"요리주점, 호프"
484709029,BBQ 제주한경점,제주특별자치도 제주시 한경면 고산리 3130-10,음식점 > 치킨 > BBQ,126.1734999,33.29943202,064-773-0669,http://place.map.kakao.com/484709029,"bbq, 치킨"
1181514078,제주어부횟집,제주특별자치도 제주시 한경면 고산리 3452-5,"음식점 > 한식 > 해물,생선 > 회",126.176477,33.30287514,064-772-6800,http://place.map.kakao.com/1181514078,"생선, 한식, 해물"
615707063,조수리순이네집밥,제주특별자치도 제주시 한경면 조수리 3774-4,음식점 > 한식,126.2183651,33.29637738,064-772-3469,http://place.map.kakao.com/615707063,한식
18507401,바다를본돼지 제주협재판포본점,제주특별자치도 제주시 한경면 판포리 2881-4,"음식점 > 한식 > 육류,고기",126.1979115,33.36566075,0507-1385-5536,http://place.map.kakao.com/18507401,"고기, 육류, 한식"
1030718114,연리지가든,제주특별자치도 제주시 한경면 두모리 288,"음식점 > 한식 > 육류,고기",126.2023213,33.34514191,010-3693-0085,http://place.map.kakao.com/1030718114,"고기, 육류, 한식"
836908144,풍차와전복,제주특별자치도 제주시 한경면 두모리 2637-7,"음식점 > 한식 > 해물,생선 > 굴,전복",126.1820749,33.35636123,064-773-0118,http://place.map.kakao.com/836908144,"생선, 전복, 한식, 해물"
24123423,선인장,제주특별자치도 제주시 한림읍 월령리 360-4,"음식점 > 한식 > 해물,생선",126.2151764,33.37758553,064-796-8881,http://place.map.kakao.com/24123423,"생선, 한식, 해물"
1630447463,마루나키친,제주특별자치도 제주시 한경면 금등리 600-1,음식점 > 퓨전요리,126.195786,33.36194147,0507-1372-0488,http://place.map.kakao.com/1630447463,
1537663683,신가네짬뽕,제주특별자치도 제주시 한경면 용수리 3949,음식점 > 중식 > 중국요리,126.1659418,33.33259981,064-772-4514,http://place.map.kakao.com/1537663683,중국요리
1497268361,와랑식탁,제주특별자치도 제주시 한경면 신창리 1317-1,음식점 > 분식,126.1759332,33.34321151,0502-5550-5877,http://place.map.kakao.com/1497268361,분식
2112312587,장어창고 제주점,제주특별자치도 제주시 한경면 두모리 2462-1,"음식점 > 한식 > 해물,생선 > 장어",126.1867403,33.35526038,064-772-1322,http://place.map.kakao.com/2112312587,"생선, 한식, 해물"
1853284280,그린사이공,제주특별자치도 제주시 한경면 신창리 463-1,음식점 > 아시아음식 > 동남아음식 > 베트남음식,126.1832173,33.34643323,064-773-1377,http://place.map.kakao.com/1853284280,
1177758484,퐁당라면,제주특별자치도 제주시 한경면 판포리 2869-3,음식점 > 한식,126.1998092,33.3649337,064-722-7785,http://place.map.kakao.com/1177758484,한식
8403032,사랑식당,제주특별자치도 제주시 한경면 신창리 460-2,음식점 > 한식,126.1829024,33.3471344,064-772-3752,http://place.map.kakao.com/8403032,한식
1741547689,월령포구,제주특별자치도 제주시 한림읍 월령리 317,"음식점 > 술집 > 호프,요리주점",126.2167708,33.37869734,,http://place.map.kakao.com/1741547689,"요리주점, 호프"
1258282082,정성식당,제주특별자치도 제주시 한경면 신창리 16-3,음식점 > 한식,126.1912096,33.34619613,064-773-5558,http://place.map.kakao.com/1258282082,한식
1439387530,월령작야,제주특별자치도 제주시 한림읍 월령리 330-1,"음식점 > 한식 > 해물,생선 > 회",126.2163979,33.37941085,0507-1337-9976,http://place.map.kakao.com/1439387530,"생선, 한식, 해물"
1826927755,페쪼,제주특별자치도 제주시 한경면 금등리 652-4,음식점 > 양식 > 피자,126.193144,33.36251938,010-2238-4080,http://place.map.kakao.com/1826927755,"양식, 피자"
10328353,모살왓가든,제주특별자치도 제주시 한경면 신창리 570-1,"음식점 > 한식 > 육류,고기",126.181505,33.34470623,0507-1320-3046,http://place.map.kakao.com/10328353,"고기, 육류, 한식"
1684386766,제주탐나도다,제주특별자치도 제주시 한경면 두모리 217-2,음식점 > 한식,126.2107723,33.34191591,0503-7153-1194,http://place.map.kakao.com/1684386766,한식
857006575,판포리아,제주특별자치도 제주시 한경면 판포리 2881-3,음식점 > 양식,126.1984324,33.36556584,0503-7153-2302,http://place.map.kakao.com/857006575,양식
1658944868,재미제주,제주특별자치도 제주시 한경면 용수리 3645,음식점 > 양식,126.1729887,33.33288495,0507-1333-0512,http://place.map.kakao.com/1658944868,양식
1151569964,싱게물보말칼국수,제주특별자치도 제주시 한경면 용수리 3891,음식점 > 한식 > 국수 > 칼국수,126.1646523,33.33688813,0502-5552-3672,http://place.map.kakao.com/1151569964,"국수, 칼국수, 한식"
2104398696,월령식당,제주특별자치도 제주시 한림읍 월령리 353-3,"음식점 > 한식 > 육류,고기 > 오리",126.2162798,33.37737071,064-796-0313,http://place.map.kakao.com/2104398696,"고기, 육류, 한식"
462460861,모두의제주,제주특별자치도 제주시 한경면 금등리 652,음식점 > 한식,126.1928294,33.3624966,010-2130-0305,http://place.map.kakao.com/462460861,한식
2147144946,에그플랜트 협재판포점,제주특별자치도 제주시 한경면 판포리 1684,음식점 > 양식,126.2034551,33.3657253,0502-5552-5680,http://place.map.kakao.com/2147144946,양식
1528735452,내가여기서이걸할줄몰랐다2,제주특별자치도 제주시 한경면 신창리 542-9,음식점 > 한식,126.1787003,33.34675506,,http://place.map.kakao.com/1528735452,한식
13607955,세가름,제주특별자치도 제주시 한경면 신창리 151-2,음식점 > 한식,126.1850837,33.34937566,064-772-7079,http://place.map.kakao.com/13607955,한식
26842431,판포어촌계직영 펜션식당,제주특별자치도 제주시 한경면 판포리 1707,"음식점 > 한식 > 해물,생선",126.2010996,33.36481578,064-772-1559,http://place.map.kakao.com/26842431,"생선, 한식, 해물"
576653364,판포미인,제주특별자치도 제주시 한경면 판포리 2913-1,음식점 > 한식,126.1980438,33.36529196,064-773-7730,http://place.map.kakao.com/576653364,한식
206213104,서리논,제주특별자치도 제주시 한경면 두모리 1498-1,음식점 > 한식,126.1962585,33.33858431,064-773-8880,http://place.map.kakao.com/206213104,한식
1517809403,제주그때그집 제주협재판포점,제주특별자치도 제주시 한경면 판포리 2947-5,"음식점 > 한식 > 육류,고기 > 삼겹살",126.1960919,33.36373311,064-772-9229,http://place.map.kakao.com/1517809403,"고기, 삼겹살, 육류, 한식"
1140150703,판포모밀,제주특별자치도 제주시 한경면 판포리 2823,음식점 > 한식 > 국수,126.2011971,33.36390941,064-773-3001,http://place.map.kakao.com/1140150703,"국수, 한식"
957401950,월령작야달의객잔,제주특별자치도 제주시 한림읍 월령리 330-1,음식점 > 술집 > 일본식주점,126.216387,33.37942881,0507-1337-9976,http://place.map.kakao.com/957401950,
34253070,제주머슴네 금능판포점,제주특별자치도 제주시 한림읍 월령리 293-1,음식점 > 분식,126.2188423,33.37814419,010-2357-6118,http://place.map.kakao.com/34253070,분식
712562802,DDC치킨 신창점,제주특별자치도 제주시 한경면 신창리 271,음식점 > 치킨,126.1830729,33.35026945,064-772-5552,http://place.map.kakao.com/712562802,치킨
2015030994,길벅,제주특별자치도 제주시 한경면 판포리 2916-1,음식점 > 양식 > 햄버거,126.1982478,33.36472527,,http://place.map.kakao.com/2015030994,"양식, 햄버거"
893311414,월령어촌계식당,제주특별자치도 제주시 한림읍 월령리,"음식점 > 한식 > 해물,생선",126.2160323,33.37979622,064-796-3258,http://place.map.kakao.com/893311414,"생선, 한식, 해물"
27414959,두모리이수사,제주특별자치도 제주시 한경면 두모리 2892-2,"음식점 > 일식 > 초밥,롤",126.1848648,33.35258208,064-773-0902,http://place.map.kakao.com/27414959,"일식, 초밥"
6547930,블레싱,제주특별자치도 제주시 한경면 두모리 2923,음식점,126.1845722,33.35100959,,http://place.map.kakao.com/6547930,
1852613315,테리아줄,제주특별자치도 제주시 한경면 판포리 2881-3,음식점 > 양식,126.1982889,33.36550992,064-746-7796,http://place.map.kakao.com/1852613315,양식
803881015,제주접작뼈국,제주특별자치도 제주시 한경면 두모리 2441-5,음식점 > 한식,126.18612,33.3554177,,http://place.map.kakao.com/803881015,한식
1724580722,짚불도,제주특별자치도 제주시 한경면 판포리 2872,"음식점 > 한식 > 육류,고기 > 삼겹살",126.1992931,33.36497545,0502-5550-2096,http://place.map.kakao.com/1724580722,"고기, 삼겹살, 육류, 한식"
17182988,만인정,제주특별자치도 제주시 한경면 신창리 393,"음식점 > 한식 > 육류,고기",126.1827879,33.34812179,064-772-5982,http://place.map.kakao.com/17182988,"고기, 육류, 한식"
1992713227,청은국수,제주특별자치도 제주시 한경면 신창리 416,음식점 > 한식 > 국수,126.1827825,33.34916399,064-772-4528,http://place.map.kakao.com/1992713227,"국수, 한식"
818443022,뚜레쥬르 제주한경점,제주특별자치도 제주시 한경면 신창리 248,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",126.1833469,33.35014863,064-772-7770,http://place.map.kakao.com/818443022,제과
760758974,마돈가제트,제주특별자치도 제주시 한경면 두모리 2621-1,"음식점 > 한식 > 육류,고기",126.1825635,33.35695949,010-6415-0326,http://place.map.kakao.com/760758974,"고기, 육류, 한식"
26322793,제주모퉁이돌,제주특별자치도 제주시 한경면 신창리 253-3,음식점 > 한식,126.1842642,33.34970387,010-8907-9939,http://place.map.kakao.com/26322793,한식
21454514,원조마라도짜장면집,제주특별자치도 서귀포시 대정읍 가파리 600-1,음식점 > 중식 > 중국요리,126.2670841,33.1186283,064-792-8506,http://place.map.kakao.com/21454514,중국요리
1560049009,마라도바다와짜장,제주특별자치도 서귀포시 대정읍 가파리 709,음식점 > 중식 > 중국요리,126.2660193,33.11769155,064-792-7272,http://place.map.kakao.com/1560049009,중국요리
15675593,마라도해녀촌자장,제주특별자치도 서귀포시 대정읍 가파리 588,음식점 > 중식 > 중국요리,126.2671241,33.11986828,064-794-0701,http://place.map.kakao.com/15675593,중국요리
19048093,철가방을든해녀,제주특별자치도 서귀포시 대정읍 가파리 732,음식점 > 중식 > 중국요리,126.2658666,33.11647886,064-792-5262,http://place.map.kakao.com/19048093,중국요리
16644589,마라도별장식당,제주특별자치도 서귀포시 대정읍 가파리 697,음식점 > 중식 > 중국요리,126.266554,33.11834027,010-3639-3327,http://place.map.kakao.com/16644589,중국요리
25086396,심봉사눈뜬톳해물짜장짬뽕,제주특별자치도 서귀포시 대정읍 가파리 589,음식점 > 중식 > 중국요리,126.267117,33.11969602,064-794-0489,http://place.map.kakao.com/25086396,중국요리
22576856,서바당횟집,제주특별자치도 서귀포시 대정읍 가파리 716,음식점 > 중식 > 중국요리,126.2658986,33.11726347,064-792-8514,http://place.map.kakao.com/22576856,중국요리
24120224,이창명짜장면시키신분,제주특별자치도 서귀포시 대정읍 가파리 592,음식점 > 중식 > 중국요리,126.2669044,33.11949281,064-792-1434,http://place.map.kakao.com/24120224,중국요리
8185389,환상의짜장,제주특별자치도 서귀포시 대정읍 가파리 589-1,음식점 > 중식 > 중국요리,126.2672009,33.11953242,064-792-0958,http://place.map.kakao.com/8185389,중국요리
1624187079,돌코롱,제주특별자치도 서귀포시 대정읍 가파리 588,"음식점 > 간식 > 떡,한과",126.2671646,33.11990458,064-792-6337,http://place.map.kakao.com/1624187079,한과
1145413759,마라도최남단민박횟집,제주특별자치도 서귀포시 대정읍 가파리 748,"음식점 > 한식 > 해물,생선 > 회",126.2663985,33.11512684,,http://place.map.kakao.com/1145413759,"생선, 한식, 해물"
9006988,미영이네 본점,제주특별자치도 서귀포시 대정읍 하모리 770-29,"음식점 > 한식 > 해물,생선 > 회",126.2498289,33.21774364,064-792-0077,http://place.map.kakao.com/9006988,"생선, 한식, 해물"
9025009,모슬포부두식당 본점,제주특별자치도 서귀포시 대정읍 하모리 770-9,"음식점 > 한식 > 해물,생선 > 회",126.2509987,33.2189318,064-794-1223,http://place.map.kakao.com/9025009,"생선, 한식, 해물"
10963527,수눌음,제주특별자치도 서귀포시 대정읍 하모리 770-47,"음식점 > 한식 > 해물,생선 > 회",126.2500312,33.21816321,064-794-0025,http://place.map.kakao.com/10963527,"생선, 한식, 해물"
20125337,춘미향식당,제주특별자치도 서귀포시 안덕면 사계리 2820-4,음식점 > 한식,126.2965257,33.23146855,064-794-5558,http://place.map.kakao.com/20125337,한식
1612962916,제주선채향,제주특별자치도 서귀포시 안덕면 사계리 2294-2,음식점 > 한식 > 국수,126.2989856,33.22636757,064-794-7177,http://place.map.kakao.com/1612962916,"국수, 한식"
10437289,산방식당 본점,제주특별자치도 서귀포시 대정읍 하모리 864-3,음식점 > 한식 > 냉면,126.2542126,33.22346098,064-794-2165,http://place.map.kakao.com/10437289,한식
16260200,만선식당,제주특별자치도 서귀포시 대정읍 하모리 770-50,"음식점 > 한식 > 해물,생선 > 회",126.2498107,33.21786254,064-794-6300,http://place.map.kakao.com/16260200,"생선, 한식, 해물"
10447497,사계바다 제주산방산점,제주특별자치도 서귀포시 안덕면 사계리 2147-13,음식점 > 한식,126.3037979,33.22787414,064-794-5501,http://place.map.kakao.com/10447497,한식
9940398,옥돔식당,제주특별자치도 서귀포시 대정읍 하모리 1067-23,음식점 > 한식 > 국수,126.2490075,33.21997108,064-794-8833,http://place.map.kakao.com/9940398,"국수, 한식"
21350388,남경미락,제주특별자치도 서귀포시 안덕면 사계리 2032-3,"음식점 > 한식 > 해물,생선 > 회",126.3089461,33.23021459,064-794-0055,http://place.map.kakao.com/21350388,"생선, 한식, 해물"
9283811,영해식당,제주특별자치도 서귀포시 대정읍 하모리 923-4,음식점 > 한식,126.2524794,33.22140211,064-794-2262,http://place.map.kakao.com/9283811,한식
2080847055,덕승식당,제주특별자치도 서귀포시 대정읍 하모리 770-3,"음식점 > 한식 > 해물,생선 > 회",126.2511803,33.21926649,064-794-0177,http://place.map.kakao.com/2080847055,"생선, 한식, 해물"
16841033,홍성방,제주특별자치도 서귀포시 대정읍 하모리 938-4,음식점 > 중식 > 중국요리,126.2516618,33.220171,064-794-9555,http://place.map.kakao.com/16841033,중국요리
24119776,동성수산횟집,제주특별자치도 서귀포시 대정읍 하모리 2133-1,"음식점 > 한식 > 해물,생선 > 회",126.2520924,33.21645534,064-794-7034,http://place.map.kakao.com/24119776,"생선, 한식, 해물"
1123715527,해월정 서귀포점,제주특별자치도 서귀포시 대정읍 상모리 80,음식점 > 한식,126.2917744,33.21119307,064-792-5664,http://place.map.kakao.com/1123715527,한식
651527257,사계의시간,제주특별자치도 서귀포시 안덕면 사계리 132-2,"음식점 > 한식 > 해물,생선 > 장어",126.3088352,33.23230934,010-4758-2480,http://place.map.kakao.com/651527257,"생선, 한식, 해물"
11892463,항구식당,제주특별자치도 서귀포시 대정읍 하모리 770-7,"음식점 > 한식 > 해물,생선",126.2510997,33.21915421,064-794-2254,http://place.map.kakao.com/11892463,"생선, 한식, 해물"
622958459,글라글라하와이,제주특별자치도 서귀포시 대정읍 하모리 770-2,음식점 > 양식,126.2513238,33.21955137,064-792-2737,http://place.map.kakao.com/622958459,양식
780607372,큰돈가 서쪽대표본점,제주특별자치도 서귀포시 대정읍 상모리 126-7,"음식점 > 한식 > 육류,고기",126.2909954,33.20844591,0502-5552-5701,http://place.map.kakao.com/780607372,"고기, 육류, 한식"
21297584,미도식당,제주특별자치도 서귀포시 안덕면 사계리 129-3,음식점 > 한식,126.3094135,33.23243877,064-794-6700,http://place.map.kakao.com/21297584,한식
1980729179,한라전복 본점,제주특별자치도 서귀포시 대정읍 동일리 2904-2,"음식점 > 한식 > 해물,생선 > 굴,전복",126.2451971,33.23048247,064-792-1313,http://place.map.kakao.com/1980729179,"생선, 전복, 한식, 해물"
333484200,형제섬보말칼국수,제주특별자치도 서귀포시 대정읍 상모리 133-13,음식점 > 한식 > 국수 > 칼국수,126.2902225,33.20693039,064-794-1906,http://place.map.kakao.com/333484200,"국수, 칼국수, 한식"
534121159,우사미뷔페,제주특별자치도 서귀포시 대정읍 하모리 2136-4,음식점 > 뷔페 > 한식뷔페,126.2527575,33.21594,064-792-2991,http://place.map.kakao.com/534121159,"뷔페, 한식뷔페"
10764025,진미명가,제주특별자치도 서귀포시 안덕면 사계리 2072,"음식점 > 한식 > 해물,생선 > 회",126.3075835,33.22832083,064-794-3639,http://place.map.kakao.com/10764025,"생선, 한식, 해물"
23081783,가파도해물짜장짬뽕,제주특별자치도 서귀포시 대정읍 가파리 561-1,음식점 > 중식 > 중국요리,126.2733198,33.16584516,064-794-6463,http://place.map.kakao.com/23081783,중국요리
10308332,돈지식당,제주특별자치도 서귀포시 대정읍 하모리 770-24,"음식점 > 한식 > 해물,생선 > 회",126.2509232,33.21872037,064-794-8465,http://place.map.kakao.com/10308332,"생선, 한식, 해물"
7922463,상원가든,제주특별자치도 서귀포시 대정읍 상모리 3052,"음식점 > 한식 > 육류,고기 > 갈비",126.2653104,33.22174542,064-794-1960,http://place.map.kakao.com/7922463,"갈비, 고기, 육류, 한식"
27522152,회양과국수군 제주산방산점,제주특별자치도 서귀포시 안덕면 사계리 2032-34,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",126.3076897,33.22981811,0507-1389-0156,http://place.map.kakao.com/27522152,"매운탕, 생선, 한식, 해물"
445874638,토끼트멍,제주특별자치도 서귀포시 안덕면 사계리 2032-11,음식점 > 한식,126.308007,33.22958545,,http://place.map.kakao.com/445874638,한식
195951781,제주할망밥상 모슬포점,제주특별자치도 서귀포시 대정읍 하모리 694,음식점 > 한식,126.2531707,33.21426999,0503-7153-3708,http://place.map.kakao.com/195951781,한식
1239856597,돈방석식당,제주특별자치도 서귀포시 대정읍 하모리 770-29,"음식점 > 한식 > 해물,생선",126.2497772,33.21763964,064-794-1485,http://place.map.kakao.com/1239856597,"생선, 한식, 해물"
1128763318,김선장회센타,제주특별자치도 서귀포시 대정읍 하모리 2138-3,"음식점 > 한식 > 해물,생선 > 회",126.252511,33.21717914,064-792-8434,http://place.map.kakao.com/1128763318,"생선, 한식, 해물"
10006104,하르방밀면 본점,제주특별자치도 서귀포시 대정읍 상모리 3858-6,음식점 > 한식 > 국수,126.2557408,33.22591892,064-794-5000,http://place.map.kakao.com/10006104,"국수, 한식"
9123135,산이물식당,제주특별자치도 서귀포시 대정읍 상모리 130,"음식점 > 한식 > 해물,생선",126.2911258,33.20769651,064-794-8007,http://place.map.kakao.com/9123135,"생선, 한식, 해물"
1655845191,미풍해장국 모슬포점,제주특별자치도 서귀포시 대정읍 하모리 1089-23,음식점 > 한식 > 해장국,126.2470864,33.21983685,064-794-1789,http://place.map.kakao.com/1655845191,"한식, 해장국"
13577005,덕성식당,제주특별자치도 서귀포시 안덕면 사계리 2130,"음식점 > 한식 > 해물,생선",126.3053977,33.22852504,064-794-9707,http://place.map.kakao.com/13577005,"생선, 한식, 해물"
11096444,동현식당,제주특별자치도 서귀포시 대정읍 하모리 2126-9,"음식점 > 한식 > 해물,생선 > 회",126.2519846,33.21803432,064-794-3300,http://place.map.kakao.com/11096444,"생선, 한식, 해물"
63711827,보말과풍경,제주특별자치도 서귀포시 대정읍 하모리 1411,음식점 > 한식,126.2527698,33.22661519,064-792-5400,http://place.map.kakao.com/63711827,한식
74137647,고서방해물탕,제주특별자치도 서귀포시 대정읍 상모리 87-5,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",126.2914493,33.20975224,064-794-5678,http://place.map.kakao.com/74137647,"매운탕, 생선, 한식, 해물"
1513026092,산방산 나들목,제주특별자치도 서귀포시 안덕면 사계리 2032,음식점 > 한식,126.3080825,33.23034323,064-792-2354,http://place.map.kakao.com/1513026092,한식
628388159,당일바리,제주특별자치도 서귀포시 안덕면 사계리 2147,"음식점 > 한식 > 해물,생선",126.3045074,33.22810171,,http://place.map.kakao.com/628388159,"생선, 한식, 해물"
1092792899,모슬포마라수산시장,제주특별자치도 서귀포시 대정읍 하모리 2132-1,"음식점 > 한식 > 해물,생선",126.2514666,33.21638305,064-794-7737,http://place.map.kakao.com/1092792899,"생선, 한식, 해물"
